"sourcekey" "targetkey" "lei_xing" "pk"
"DUI_XIANG:441827190108287469" "DUI_XIANG:330183191308225618" "" "1328"
"DUI_XIANG:441827190702294506" "DUI_XIANG:330183190812311211" "" "1329"
"DUI_XIANG:441827190802225575" "DUI_XIANG:330183190701141432" "" "1330"
"DUI_XIANG:441827192511168485" "DUI_XIANG:330183190602201014" "" "1331"
"DUI_XIANG:441827192809154983" "DUI_XIANG:330183189611303639" "" "1332"
"DUI_XIANG:441827194110162639" "DUI_XIANG:330183189610255436" "" "1333"
"DUI_XIANG:441882190703052589" "DUI_XIANG:330183189412177000" "" "1334"
"DUI_XIANG:44188219090115288X" "DUI_XIANG:330183188508131416" "" "1335"
"DUI_XIANG:441882191210158507" "DUI_XIANG:330183188210064687" "" "1336"
"DUI_XIANG:441882191508178922" "DUI_XIANG:330122194406305698" "" "1337"
"DUI_XIANG:441882192202115392" "DUI_XIANG:33012219420716866X" "" "1338"
"DUI_XIANG:441882192301011150" "DUI_XIANG:330122194009022221" "" "1339"
"DUI_XIANG:44188219251109779X" "DUI_XIANG:330122193612094719" "" "1340"
"DUI_XIANG:441882192709235836" "DUI_XIANG:330122192510292947" "" "1341"
"DUI_XIANG:441882193205034111" "DUI_XIANG:330122191903242882" "" "1342"
"DUI_XIANG:44188219430823871X" "DUI_XIANG:33012219130821414X" "" "1343"
"DUI_XIANG:445321188001104293" "DUI_XIANG:330122191110054865" "" "1344"
"DUI_XIANG:44532118810107110X" "DUI_XIANG:330122190007239146" "" "1345"
"DUI_XIANG:445321190801186648" "DUI_XIANG:330122188905056744" "" "1346"
"DUI_XIANG:445321190802213732" "DUI_XIANG:330122188905045586" "" "1347"
"DUI_XIANG:445321192610017365" "DUI_XIANG:330108194902152902" "" "1348"
"DUI_XIANG:445321193205033331" "DUI_XIANG:330108194405271142" "" "1349"
"DUI_XIANG:445321193601201712" "DUI_XIANG:330108193501212332" "" "1350"
"DUI_XIANG:450100188806245821" "DUI_XIANG:330108192102103409" "" "1351"
"DUI_XIANG:450100189809175018" "DUI_XIANG:330108191705175386" "" "1352"
"DUI_XIANG:450100190504192149" "DUI_XIANG:33010819170511724X" "" "1353"
"DUI_XIANG:450100191606271811" "DUI_XIANG:330108191308178401" "" "1354"
"DUI_XIANG:45010019190404692X" "DUI_XIANG:330108191209021564" "" "1355"
"DUI_XIANG:45010019200323141X" "DUI_XIANG:33010819030522552X" "" "1356"
"DUI_XIANG:450100192201033107" "DUI_XIANG:330108190007228458" "" "1357"
"DUI_XIANG:450100192610246373" "DUI_XIANG:330108189908311234" "" "1358"
"DUI_XIANG:450100193502284203" "DUI_XIANG:330108189908012357" "" "1359"
"DUI_XIANG:450100194506294614" "DUI_XIANG:330108189004012477" "" "1360"
"DUI_XIANG:450100194704062013" "DUI_XIANG:330108188707278218" "" "1361"
"DUI_XIANG:450100194704073177" "DUI_XIANG:330000194307156654" "" "1362"
"DUI_XIANG:450100194902153418" "DUI_XIANG:330000194010149090" "" "1363"
"DUI_XIANG:450224189203216539" "DUI_XIANG:330000193910206834" "" "1364"
"DUI_XIANG:450224189302088544" "DUI_XIANG:330000193403086890" "" "1365"
"DUI_XIANG:45022418930208886X" "DUI_XIANG:330000192708083434" "" "1366"
"DUI_XIANG:450224190503119878" "DUI_XIANG:330000192312214725" "" "1367"
"DUI_XIANG:450224190702236196" "DUI_XIANG:330000192102081688" "" "1368"
"DUI_XIANG:450224191705198150" "DUI_XIANG:330000190603049900" "" "1369"
"DUI_XIANG:450224192102126216" "DUI_XIANG:330000190205021355" "" "1370"
"DUI_XIANG:450224192610292691" "DUI_XIANG:330000189909072064" "" "1371"
"DUI_XIANG:450224193007218547" "DUI_XIANG:330000189710255592" "" "1372"
"DUI_XIANG:45022419330420458X" "DUI_XIANG:330000188112308741" "" "1373"
"DUI_XIANG:450521188001067662" "DUI_XIANG:330000188001056481" "" "1374"
"DUI_XIANG:450521188001079719" "DUI_XIANG:321201194703014451" "" "1375"
"DUI_XIANG:450521188211182669" "DUI_XIANG:321201194307135067" "" "1376"
"DUI_XIANG:450521189809105937" "DUI_XIANG:321201193303144922" "" "1377"
"DUI_XIANG:450521189809152805" "DUI_XIANG:321201193006126648" "" "1378"
"DUI_XIANG:450521190404214463" "DUI_XIANG:321201191110148012" "" "1379"
"DUI_XIANG:450521190503073862" "DUI_XIANG:321201191011243356" "" "1380"
"DUI_XIANG:45052119101120658X" "DUI_XIANG:321201191011242716" "" "1381"
"DUI_XIANG:450521191408133796" "DUI_XIANG:321201190912046654" "" "1382"
"DUI_XIANG:450521192808072798" "DUI_XIANG:321201190107172180" "" "1383"
"DUI_XIANG:450521194604129958" "DUI_XIANG:321201190008024027" "" "1384"
"DUI_XIANG:450521194901126438" "DUI_XIANG:321201188607062313" "" "1385"
"DUI_XIANG:450701188211113407" "DUI_XIANG:321201188410316949" "" "1386"
"DUI_XIANG:450701188508143009" "DUI_XIANG:321201188310065134" "" "1387"
"DUI_XIANG:450701188509213611" "DUI_XIANG:321201188112297305" "" "1388"
"DUI_XIANG:450701188905079207" "DUI_XIANG:321181194307168420" "" "1389"
"DUI_XIANG:450701188905093367" "DUI_XIANG:321181192511042201" "" "1390"
"DUI_XIANG:450701189710288935" "DUI_XIANG:321181191309296246" "" "1391"
"DUI_XIANG:450701190305317112" "DUI_XIANG:321181191011266271" "" "1392"
"DUI_XIANG:450701192101033416" "DUI_XIANG:321181190305019247" "" "1393"
"DUI_XIANG:450701192102103578" "DUI_XIANG:321181189104012040" "" "1394"
"DUI_XIANG:450701192907231833" "DUI_XIANG:321181188101046355" "" "1395"
"DUI_XIANG:450701193005091493" "DUI_XIANG:32108119480305147X" "" "1396"
"DUI_XIANG:45070119340307551X" "DUI_XIANG:321081194505271458" "" "1397"
"DUI_XIANG:450701194703036891" "DUI_XIANG:321081194307181849" "" "1398"
"DUI_XIANG:450923188001034232" "DUI_XIANG:321081194010138073" "" "1399"
"DUI_XIANG:450923188409235927" "DUI_XIANG:321081193812084121" "" "1400"
"DUI_XIANG:450923188805127573" "DUI_XIANG:321081192003265235" "" "1401"
"DUI_XIANG:450923188805149633" "DUI_XIANG:32108119140824784X" "" "1402"
"DUI_XIANG:450923190205317704" "DUI_XIANG:321081191210137020" "" "1403"
"DUI_XIANG:450923190503026868" "DUI_XIANG:321081189711304111" "" "1404"
"DUI_XIANG:450923192709128527" "DUI_XIANG:321003194109082410" "" "1405"
"DUI_XIANG:450923193811278286" "DUI_XIANG:321003193812129159" "" "1406"
"DUI_XIANG:450923194405269119" "DUI_XIANG:321003191904095460" "" "1407"
"DUI_XIANG:450923194902138312" "DUI_XIANG:321003190802202160" "" "1408"
"DUI_XIANG:450981188111194759" "DUI_XIANG:321003189909141195" "" "1409"
"DUI_XIANG:450981188309272580" "DUI_XIANG:321003189909141179" "" "1410"
"DUI_XIANG:450981189004276518" "DUI_XIANG:320982194704132607" "" "1411"
"DUI_XIANG:450981189202078256" "DUI_XIANG:320982194110162884" "" "1412"
"DUI_XIANG:45098119030420301X" "DUI_XIANG:320982194109115132" "" "1413"
"DUI_XIANG:450981192708047665" "DUI_XIANG:320982193911014625" "" "1414"
"DUI_XIANG:450981194207146111" "DUI_XIANG:320982193503086734" "" "1415"
"DUI_XIANG:45102218811118291X" "DUI_XIANG:320982191408237785" "" "1416"
"DUI_XIANG:451022188112216253" "DUI_XIANG:320982191309021823" "" "1417"
"DUI_XIANG:451022189202018183" "DUI_XIANG:320982191012024177" "" "1418"
"DUI_XIANG:45102218941215452X" "DUI_XIANG:320982190604122956" "" "1419"
"DUI_XIANG:451022189710185842" "DUI_XIANG:32098218971105206X" "" "1420"
"DUI_XIANG:451022189908242013" "DUI_XIANG:320982189402054467" "" "1421"
"DUI_XIANG:451022190205283618" "DUI_XIANG:320982188311205798" "" "1422"
"DUI_XIANG:451022190701082735" "DUI_XIANG:320902194010196882" "" "1423"
"DUI_XIANG:451022190812311481" "DUI_XIANG:320902193106163124" "" "1424"
"DUI_XIANG:451022191705094877" "DUI_XIANG:320902192511168418" "" "1425"
"DUI_XIANG:451022192212203101" "DUI_XIANG:320902191805209049" "" "1426"
"DUI_XIANG:451022193005044923" "DUI_XIANG:320902191508225587" "" "1427"
"DUI_XIANG:451022193501198657" "DUI_XIANG:32090219070307533X" "" "1428"
"DUI_XIANG:451022193810196313" "DUI_XIANG:320831194209115484" "" "1429"
"DUI_XIANG:451022194008273494" "DUI_XIANG:320831193701235539" "" "1430"
"DUI_XIANG:451029188606245040" "DUI_XIANG:320831191508237672" "" "1431"
"DUI_XIANG:451029189102101590" "DUI_XIANG:320831191012072499" "" "1432"
"DUI_XIANG:451029190007171548" "DUI_XIANG:320831190901186432" "" "1433"
"DUI_XIANG:451029190502271124" "DUI_XIANG:320831189909187466" "" "1434"
"DUI_XIANG:451029190712058233" "DUI_XIANG:320831189402124917" "" "1435"
"DUI_XIANG:451029191308144839" "DUI_XIANG:320831188101079564" "" "1436"
"DUI_XIANG:451029192807195627" "DUI_XIANG:320724192512204289" "" "1437"
"DUI_XIANG:451029192906091647" "DUI_XIANG:320724192004058983" "" "1438"
"DUI_XIANG:451029193612048234" "DUI_XIANG:320724191806258536" "" "1439"
"DUI_XIANG:451029193612106588" "DUI_XIANG:320724191706028637" "" "1440"
"DUI_XIANG:451029193711254877" "DUI_XIANG:320724190505296091" "" "1441"
"DUI_XIANG:451029193909081705" "DUI_XIANG:320724190406091576" "" "1442"
"DUI_XIANG:451029194107181231" "DUI_XIANG:320724189910289962" "" "1443"
"DUI_XIANG:451029194306272646" "DUI_XIANG:320724189006208853" "" "1444"
"DUI_XIANG:451029194405187391" "DUI_XIANG:320724188510087654" "" "1445"
"DUI_XIANG:45142118801222661X" "DUI_XIANG:320584194011292166" "" "1446"
"DUI_XIANG:451421188012237669" "DUI_XIANG:320584193107254573" "" "1447"
"DUI_XIANG:451421188111123536" "DUI_XIANG:320584192401056477" "" "1448"
"DUI_XIANG:451421188805093132" "DUI_XIANG:320584191211218450" "" "1449"
"DUI_XIANG:451421189003205045" "DUI_XIANG:320584191001153003" "" "1450"
"DUI_XIANG:451421189511059881" "DUI_XIANG:320584190803038694" "" "1451"
"DUI_XIANG:451421189908264082" "DUI_XIANG:320584188709226493" "" "1452"
"DUI_XIANG:451421190502257606" "DUI_XIANG:320584188411183048" "" "1453"
"DUI_XIANG:451421192101295504" "DUI_XIANG:320584188411135724" "" "1454"
"DUI_XIANG:451421193909078750" "DUI_XIANG:320503194209127475" "" "1455"
"DUI_XIANG:451421194009308201" "DUI_XIANG:320503191905211933" "" "1456"
"DUI_XIANG:451424188011182423" "DUI_XIANG:32050319090228389X" "" "1457"
"DUI_XIANG:451424188805068446" "DUI_XIANG:320503190009153590" "" "1458"
"DUI_XIANG:451424192002055360" "DUI_XIANG:320503189712192083" "" "1459"
"DUI_XIANG:451424192608071867" "DUI_XIANG:320503189403194595" "" "1460"
"DUI_XIANG:451424193103156448" "DUI_XIANG:320503188808129877" "" "1461"
"DUI_XIANG:451424193302284223" "DUI_XIANG:320503188003049431" "" "1462"
"DUI_XIANG:451424194107098200" "DUI_XIANG:320327198001010101" "" "1463"
"DUI_XIANG:451424194306271889" "DUI_XIANG:320327198001010100" "" "1464"
"DUI_XIANG:451424194801078517" "DUI_XIANG:320327198001010099" "" "1465"
"DUI_XIANG:460200188110054119" "DUI_XIANG:320327198001010098" "" "1466"
"DUI_XIANG:460200188111109943" "DUI_XIANG:320327198001010097" "" "1467"
"DUI_XIANG:460200188309201649" "DUI_XIANG:320327198001010096" "" "1468"
"DUI_XIANG:460200189201213423" "DUI_XIANG:320327198001010095" "" "1469"
"DUI_XIANG:460200189201257944" "DUI_XIANG:320327198001010094" "" "1470"
"DUI_XIANG:460200190304119446" "DUI_XIANG:320327198001010093" "" "1471"
"DUI_XIANG:460200190811218174" "DUI_XIANG:320327198001010092" "" "1472"
"DUI_XIANG:460200192211108413" "DUI_XIANG:320327198001010091" "" "1473"
"DUI_XIANG:460200192509165218" "DUI_XIANG:320327198001010089" "" "1475"
"DUI_XIANG:460200194107097813" "DUI_XIANG:320327198001010088" "" "1476"
"DUI_XIANG:460200194504047940" "DUI_XIANG:320327198001010087" "" "1477"
"DUI_XIANG:460200194912238615" "DUI_XIANG:320327198001010086" "" "1478"
"DUI_XIANG:500232188308153706" "DUI_XIANG:320327198001010085" "" "1479"
"DUI_XIANG:500232188309213993" "DUI_XIANG:320327198001010084" "" "1480"
"DUI_XIANG:500232189510196173" "DUI_XIANG:320327198001010083" "" "1481"
"DUI_XIANG:500232189510197299" "DUI_XIANG:320327198001010082" "" "1482"
"DUI_XIANG:500232189610196496" "DUI_XIANG:320327198001010081" "" "1483"
"DUI_XIANG:500232190204189248" "DUI_XIANG:320327198001010080" "" "1484"
"DUI_XIANG:50023219050217583X" "DUI_XIANG:320327198001010079" "" "1485"
"DUI_XIANG:500232191604035154" "DUI_XIANG:320327198001010078" "" "1486"
"DUI_XIANG:500232193909285970" "DUI_XIANG:320327198001010077" "" "1487"
"DUI_XIANG:50023219460219709X" "DUI_XIANG:320327198001010076" "" "1488"
"DUI_XIANG:500237188110028856" "DUI_XIANG:320327198001010075" "" "1489"
"DUI_XIANG:500237189708319281" "DUI_XIANG:320327198001010074" "" "1490"
"DUI_XIANG:500237190712264453" "DUI_XIANG:320327198001010073" "" "1491"
"DUI_XIANG:500237190810135313" "DUI_XIANG:320327198001010072" "" "1492"
"DUI_XIANG:50023719160401331X" "DUI_XIANG:320327198001010071" "" "1493"
"DUI_XIANG:500237192607253225" "DUI_XIANG:320327198001010070" "" "1494"
"DUI_XIANG:500237192608035430" "DUI_XIANG:320327198001010069" "" "1495"
"DUI_XIANG:500237192806103297" "DUI_XIANG:320327198001010068" "" "1496"
"DUI_XIANG:500237194008204295" "DUI_XIANG:320327198001010067" "" "1497"
"DUI_XIANG:500237194305211969" "DUI_XIANG:320327198001010066" "" "1498"
"DUI_XIANG:500237194702126581" "DUI_XIANG:320327198001010065" "" "1499"
"DUI_XIANG:510106189101269451" "DUI_XIANG:320327198001010064" "" "1500"
"DUI_XIANG:510106190501127071" "DUI_XIANG:320327198001010063" "" "1501"
"DUI_XIANG:510106191009259368" "DUI_XIANG:320327198001010062" "" "1502"
"DUI_XIANG:510106191604034964" "DUI_XIANG:320327198001010061" "" "1503"
"DUI_XIANG:510112188011098268" "DUI_XIANG:320327198001010060" "" "1504"
"DUI_XIANG:510112188110028871" "DUI_XIANG:320327198001010059" "" "1505"
"DUI_XIANG:510112188407014331" "DUI_XIANG:320327198001010058" "" "1506"
"DUI_XIANG:510112189312096412" "DUI_XIANG:320327198001010057" "" "1507"
"DUI_XIANG:510112189807171701" "DUI_XIANG:320327198001010056" "" "1508"
"DUI_XIANG:510112192905272773" "DUI_XIANG:320327198001010055" "" "1509"
"DUI_XIANG:510112193908167498" "DUI_XIANG:320327198001010054" "" "1510"
"DUI_XIANG:510112194404059770" "DUI_XIANG:320327198001010053" "" "1511"
"DUI_XIANG:510183188209191279" "DUI_XIANG:320327198001010052" "" "1512"
"DUI_XIANG:510183188407288397" "DUI_XIANG:320327198001010051" "" "1513"
"DUI_XIANG:510183188903134477" "DUI_XIANG:320327198001010050" "" "1514"
"DUI_XIANG:510183189807134535" "DUI_XIANG:320327198001010049" "" "1515"
"DUI_XIANG:51018318990602960X" "DUI_XIANG:320327198001010048" "" "1516"
"DUI_XIANG:510183189906087578" "DUI_XIANG:320327198001010047" "" "1517"
"DUI_XIANG:510183190402165112" "DUI_XIANG:320327198001010046" "" "1518"
"DUI_XIANG:510183190501149951" "DUI_XIANG:320327198001010045" "" "1519"
"DUI_XIANG:510183192111086624" "DUI_XIANG:320327198001010044" "" "1520"
"DUI_XIANG:510183192111109160" "DUI_XIANG:320327198001010043" "" "1521"
"DUI_XIANG:510183192309198277" "DUI_XIANG:320327198001010042" "" "1522"
"DUI_XIANG:510183193412036318" "DUI_XIANG:320327198001010041" "" "1523"
"DUI_XIANG:510183193610161865" "DUI_XIANG:320327198001010040" "" "1524"
"DUI_XIANG:510183193809022109" "DUI_XIANG:320327198001010039" "" "1525"
"DUI_XIANG:510183194106269505" "DUI_XIANG:320327198001010038" "" "1526"
"DUI_XIANG:510503189212121153" "DUI_XIANG:320327198001010037" "" "1527"
"DUI_XIANG:510503190104132953" "DUI_XIANG:320327198001010036" "" "1528"
"DUI_XIANG:411081189406282739" "DUI_XIANG:320327198001010035" "" "1529"
"DUI_XIANG:510503192309142599" "DUI_XIANG:320327198001010034" "" "1530"
"DUI_XIANG:510503193610125565" "DUI_XIANG:320327198001010033" "" "1531"
"DUI_XIANG:510503194007109282" "DUI_XIANG:320327198001010032" "" "1532"
"DUI_XIANG:510601188506151612" "DUI_XIANG:320327198001010031" "" "1533"
"DUI_XIANG:510601188803134771" "DUI_XIANG:320327198001010030" "" "1534"
"DUI_XIANG:510601189101165711" "DUI_XIANG:320327198001010029" "" "1535"
"DUI_XIANG:510601189311014268" "DUI_XIANG:320327198001010028" "" "1536"
"DUI_XIANG:510601190512012777" "DUI_XIANG:320327198001010027" "" "1537"
"DUI_XIANG:510601191912202259" "DUI_XIANG:320327198001010026" "" "1538"
"DUI_XIANG:510601192805318349" "DUI_XIANG:320327198001010025" "" "1539"
"DUI_XIANG:510601193003085752" "DUI_XIANG:320327198001010024" "" "1540"
"DUI_XIANG:510683188109224915" "DUI_XIANG:320327198001010023" "" "1541"
"DUI_XIANG:510683189101188133" "DUI_XIANG:320327198001010022" "" "1542"
"DUI_XIANG:510683190203266858" "DUI_XIANG:320327198001010021" "" "1543"
"DUI_XIANG:51068319040112675X" "DUI_XIANG:320327198001010020" "" "1544"
"DUI_XIANG:510683190909192248" "DUI_XIANG:320327198001010019" "" "1545"
"DUI_XIANG:510683191405138752" "DUI_XIANG:320327198001010018" "" "1546"
"DUI_XIANG:510683192408036086" "DUI_XIANG:320327198001010017" "" "1547"
"DUI_XIANG:510683193102295039" "DUI_XIANG:320327198001010016" "" "1548"
"DUI_XIANG:510683193610113924" "DUI_XIANG:320327198001010015" "" "1549"
"DUI_XIANG:510683193808191872" "DUI_XIANG:320327198001010014" "" "1550"
"DUI_XIANG:510683194106246853" "DUI_XIANG:320327198001010013" "" "1551"
"DUI_XIANG:510903188009246660" "DUI_XIANG:320327198001010012" "" "1552"
"DUI_XIANG:510903188109188613" "DUI_XIANG:320327198001010011" "" "1553"
"DUI_XIANG:510903189509022895" "DUI_XIANG:320327198001010010" "" "1554"
"DUI_XIANG:510903190004155279" "DUI_XIANG:320327198001010009" "" "1555"
"DUI_XIANG:510903191504276311" "DUI_XIANG:320327198001010008" "" "1556"
"DUI_XIANG:510903192408286899" "DUI_XIANG:320327198001010007" "" "1557"
"DUI_XIANG:510903194910052421" "DUI_XIANG:320327198001010006" "" "1558"
"DUI_XIANG:511524188704193661" "DUI_XIANG:320327198001010005" "" "1559"
"DUI_XIANG:511524188902251164" "DUI_XIANG:320327198001010004" "" "1560"
"DUI_XIANG:511524189905282470" "DUI_XIANG:320327198001010003" "" "1561"
"DUI_XIANG:511524190004096847" "DUI_XIANG:320327198001010002" "" "1562"
"DUI_XIANG:511524190909225842" "DUI_XIANG:320302194805202139" "" "1563"
"DUI_XIANG:511524192012108376" "DUI_XIANG:320302194111304050" "" "1564"
"DUI_XIANG:511524193102246937" "DUI_XIANG:320302193207243024" "" "1565"
"DUI_XIANG:511524193201127757" "DUI_XIANG:320302192909165994" "" "1566"
"DUI_XIANG:511524193808189735" "DUI_XIANG:320302191807063749" "" "1567"
"DUI_XIANG:511524194601011037" "DUI_XIANG:320302191509296659" "" "1568"
"DUI_XIANG:511524194601033543" "DUI_XIANG:320302191001209542" "" "1569"
"DUI_XIANG:511524194601307268" "DUI_XIANG:320302190307206569" "" "1570"
"DUI_XIANG:51160218950930978X" "DUI_XIANG:320302189303252930" "" "1571"
"DUI_XIANG:511602190401045311" "DUI_XIANG:320302188709248419" "" "1572"
"DUI_XIANG:511602190512264007" "DUI_XIANG:320201193901188094" "" "1573"
"DUI_XIANG:511602192705283457" "DUI_XIANG:320201193603135293" "" "1574"
"DUI_XIANG:511602193003038777" "DUI_XIANG:320201193107313302" "" "1575"
"DUI_XIANG:511602193708225716" "DUI_XIANG:320201191212046980" "" "1576"
"DUI_XIANG:511602194402127472" "DUI_XIANG:320201191212035843" "" "1577"
"DUI_XIANG:511602194910016322" "DUI_XIANG:320201190307287133" "" "1578"
"DUI_XIANG:511823188406151420" "DUI_XIANG:320201189911027719" "" "1579"
"DUI_XIANG:511823188604204896" "DUI_XIANG:320201189403264283" "" "1580"
"DUI_XIANG:511823188703123637" "DUI_XIANG:320201188908121865" "" "1581"
"DUI_XIANG:511823188803087282" "DUI_XIANG:320201188709273516" "" "1582"
"DUI_XIANG:51182318900117598X" "DUI_XIANG:320201188511183945" "" "1583"
"DUI_XIANG:511823189508297353" "DUI_XIANG:320201188201127606" "" "1584"
"DUI_XIANG:511823189607146147" "DUI_XIANG:232722194012096628" "" "1585"
"DUI_XIANG:511823192705306316" "DUI_XIANG:232722193901191049" "" "1586"
"DUI_XIANG:511823192804192596" "DUI_XIANG:232722193504239379" "" "1587"
"DUI_XIANG:511823193101175508" "DUI_XIANG:232722192203299197" "" "1588"
"DUI_XIANG:511823194601019493" "DUI_XIANG:232722191708192913" "" "1589"
"DUI_XIANG:51182319471223687X" "DUI_XIANG:232722191510103516" "" "1590"
"DUI_XIANG:513224188008128749" "DUI_XIANG:232722190902272621" "" "1591"
"DUI_XIANG:513224188901234472" "DUI_XIANG:232722190506125478" "" "1592"
"DUI_XIANG:513224190202208972" "DUI_XIANG:23272218930429948X" "" "1593"
"DUI_XIANG:513224190610065296" "DUI_XIANG:232721194707124449" "" "1594"
"DUI_XIANG:51322419061007714X" "DUI_XIANG:232721193703101368" "" "1595"
"DUI_XIANG:513224191106244708" "DUI_XIANG:23272119281005331X" "" "1596"
"DUI_XIANG:51322419290305213X" "DUI_XIANG:232721192810042514" "" "1597"
"DUI_XIANG:513224193509044232" "DUI_XIANG:232721191410206730" "" "1598"
"DUI_XIANG:513224194005164155" "DUI_XIANG:232721190407195124" "" "1599"
"DUI_XIANG:513224194303205867" "DUI_XIANG:232721188301141272" "" "1600"
"DUI_XIANG:51322419490921248X" "DUI_XIANG:232721188201174536" "" "1601"
"DUI_XIANG:513229188306195781" "DUI_XIANG:23128119370311217X" "" "1602"
"DUI_XIANG:513229188306196338" "DUI_XIANG:231281193603182699" "" "1603"
"DUI_XIANG:513229188504249568" "DUI_XIANG:231281192909248158" "" "1604"
"DUI_XIANG:513229188604169143" "DUI_XIANG:231281192302209312" "" "1605"
"DUI_XIANG:513229188802028181" "DUI_XIANG:231281192204084106" "" "1606"
"DUI_XIANG:513229189607179368" "DUI_XIANG:23128119150907852X" "" "1607"
"DUI_XIANG:513229189905176683" "DUI_XIANG:231281191201129087" "" "1608"
"DUI_XIANG:513229191503135953" "DUI_XIANG:231281190209153394" "" "1609"
"DUI_XIANG:513229191911062810" "DUI_XIANG:231281189812214536" "" "1610"
"DUI_XIANG:513229193002213430" "DUI_XIANG:231281189305116181" "" "1611"
"DUI_XIANG:513229193311206330" "DUI_XIANG:231281189007052618" "" "1612"
"DUI_XIANG:513229193609296922" "DUI_XIANG:231281188412057573" "" "1613"
"DUI_XIANG:513229193906235464" "DUI_XIANG:231223194805317134" "" "1614"
"DUI_XIANG:513229194005139920" "DUI_XIANG:231223193703123852" "" "1615"
"DUI_XIANG:513229194302173594" "DUI_XIANG:231223192612296366" "" "1616"
"DUI_XIANG:513328190808132037" "DUI_XIANG:23122319200628308X" "" "1617"
"DUI_XIANG:513328191106174886" "DUI_XIANG:231223190804226734" "" "1618"
"DUI_XIANG:513328192010221937" "DUI_XIANG:231223190506184476" "" "1619"
"DUI_XIANG:513328192704155903" "DUI_XIANG:231223189205197910" "" "1620"
"DUI_XIANG:513328193906271448" "DUI_XIANG:23122318861119549X" "" "1621"
"DUI_XIANG:513328194909176010" "DUI_XIANG:231222194001212795" "" "1622"
"DUI_XIANG:520300188504192938" "DUI_XIANG:231222193703182880" "" "1623"
"DUI_XIANG:520300188702273472" "DUI_XIANG:231222193208084087" "" "1624"
"DUI_XIANG:520300189705246351" "DUI_XIANG:231222191411232314" "" "1625"
"DUI_XIANG:520300190102175257" "DUI_XIANG:231222191201175710" "" "1626"
"DUI_XIANG:520300190709258534" "DUI_XIANG:23122219050722850X" "" "1627"
"DUI_XIANG:520300191701247616" "DUI_XIANG:231222190506184250" "" "1628"
"DUI_XIANG:520300193311229649" "DUI_XIANG:231222190309129199" "" "1629"
"DUI_XIANG:520300193410101843" "DUI_XIANG:231222189602137755" "" "1630"
"DUI_XIANG:520300193509273960" "DUI_XIANG:231222189404299083" "" "1631"
"DUI_XIANG:520300194810292444" "DUI_XIANG:231222189305197372" "" "1632"
"DUI_XIANG:520326188206185418" "DUI_XIANG:231222189205175619" "" "1633"
"DUI_XIANG:520326189111278093" "DUI_XIANG:23122218871009118X" "" "1634"
"DUI_XIANG:520326190202127176" "DUI_XIANG:231222188401071847" "" "1635"
"DUI_XIANG:520326191007277616" "DUI_XIANG:231222188202271336" "" "1636"
"DUI_XIANG:520326191304242014" "DUI_XIANG:231003194112096811" "" "1637"
"DUI_XIANG:520326191403124259" "DUI_XIANG:231003194112085581" "" "1638"
"DUI_XIANG:520326191712188141" "DUI_XIANG:231003193406185778" "" "1639"
"DUI_XIANG:520326191712188512" "DUI_XIANG:231003192910076357" "" "1640"
"DUI_XIANG:520326192208275726" "DUI_XIANG:231003190903145829" "" "1641"
"DUI_XIANG:520326192208298290" "DUI_XIANG:231003190804238114" "" "1642"
"DUI_XIANG:520326192307205707" "DUI_XIANG:231003190705044912" "" "1643"
"DUI_XIANG:520326192307238584" "DUI_XIANG:231003190408013896" "" "1644"
"DUI_XIANG:520326193211231278" "DUI_XIANG:231003190011133697" "" "1645"
"DUI_XIANG:520326193509249059" "DUI_XIANG:231003189801261791" "" "1646"
"DUI_XIANG:520326193806293072" "DUI_XIANG:231003189107062936" "" "1647"
"DUI_XIANG:520326194104302493" "DUI_XIANG:231003188809285291" "" "1648"
"DUI_XIANG:520326194710028404" "DUI_XIANG:230833194410197574" "" "1649"
"DUI_XIANG:520326194711109230" "DUI_XIANG:230833193802113101" "" "1650"
"DUI_XIANG:522422188008105458" "DUI_XIANG:230833192204121131" "" "1651"
"DUI_XIANG:522422188107276607" "DUI_XIANG:23083319190716845X" "" "1652"
"DUI_XIANG:522422188404215552" "DUI_XIANG:230833191709033669" "" "1653"
"DUI_XIANG:52242218860310939X" "DUI_XIANG:230833191312106575" "" "1654"
"DUI_XIANG:522422188603133875" "DUI_XIANG:230833190705056439" "" "1655"
"DUI_XIANG:522422188912072631" "DUI_XIANG:230833188512057387" "" "1656"
"DUI_XIANG:522422189209067608" "DUI_XIANG:230833188302201619" "" "1657"
"DUI_XIANG:522422190412204469" "DUI_XIANG:230710194905272812" "" "1658"
"DUI_XIANG:522422191105104673" "DUI_XIANG:230710194608311010" "" "1659"
"DUI_XIANG:522422191106149822" "DUI_XIANG:230710194001258700" "" "1660"
"DUI_XIANG:522422192803038655" "DUI_XIANG:230710193010029163" "" "1661"
"DUI_XIANG:522422193101071770" "DUI_XIANG:23071019281117215X" "" "1662"
"DUI_XIANG:522422194004047669" "DUI_XIANG:230710192304118220" "" "1663"
"DUI_XIANG:522422194005116603" "DUI_XIANG:23071019170905665X" "" "1664"
"DUI_XIANG:522633188007309547" "DUI_XIANG:23071019080425158X" "" "1665"
"DUI_XIANG:522633189210115259" "DUI_XIANG:23071019060721806X" "" "1666"
"DUI_XIANG:522633189507064675" "DUI_XIANG:230710188809043517" "" "1667"
